NAME;ALT_NAME;COUNTRY;LAT;LON;ELEV;UTC
HETTINGER MUNI AP;HETTINGER MUNI AP;UNITED;46.01389;-102.65472;-99999;-7
JAMESTOWN MUNI AP;JAMESTOWN MUNI AP;UNITED;46.9258;-98.6691;1494;-6
MINOT INTL AP;MINOT INTL AP;UNITED;48.2552;-101.2733;1665;-6
THEODORE ROOSEVELT AP;THEODORE ROOSEVELT AP;UNITED;46.7994;-102.7972;2580;-7
WILLISTON SLOULIN INTL AP;WILLISTON SLOULIN FLD;UNITED;48.1738;-103.6366;1902;-6
ALLIANCE MUNI AP;ALLIANCE MUNICIPAL AIRPORT ASO;UNITED;42.0573;-102.8017;3929;-7
BROKEN BOW MUNI AP;BROKEN BOW MUNI AP;UNITED;41.43333;-99.63333;2530;-6
CHADRON MUNI AP;CHADRON MUNI AP;UNITED;42.8374;-103.0981;3294;-7
FALLS CITY BRENNER FLD;FALLS CITY BRENNER FLD;UNITED;40.08028;-95.59194;980;-6
GRAND ISLAND AP;GRAND ISLAND CTR NE AP;UNITED;40.9611;-98.3136;1840;-6
HASTINGS MUNI AP;HASTINGS MUNICIPAL AIRPORT;UNITED;40.6005;-98.4258;1961;-6
IMPERIAL MUNI AP;IMPERIAL MUNI AP;UNITED;40.51;-101.62;3268;-7
LINCOLN MUNI AP;LINCOLN AP;UNITED;40.8508;-96.7475;1190;-6
MCCOOK MUNI AP;MCCOOK MUNI AP;UNITED;40.20639;-100.59139;-99999;-6
NORFOLK KARL STEFAN AP;NORFOLK AP;UNITED;41.9855;-97.4352;1551;-6
NORTH PLATTE RGNL AP;NORTH PLATTE RGNL AP;UNITED;41.1213;-100.6694;2778;-6
OMAHA EPPLEY AIRFIELD;OMAHA EPPLEY AIRFIELD;UNITED;41.3102;-95.8991;982;-6
ORD EVELYN SHARP FLD;EVELYN SHARP FIELD;UNITED;41.62333;-98.94833;2064;-6
SCOTTSBLUFF HEILIG AP;SCOTTSBLUFF AP;UNITED;41.8705;-103.593;3945;-7
SIDNEY MUNI AP;SIDNEY MUNICIPAL AIRPORT;UNITED;41.0993;-102.9863;4296;-7
TEKAMAH MUNI AP;TEKAMAH MUNI AP;UNITED;41.76361;-96.17778;1028;-6
VALENTINE MILLER FLD;VALENTINE MILLER AP;UNITED;42.8783;-100.55;2590;-6
BERLIN MUNI AP;BERLIN MUNI AP;UNITED;44.57611;-71.17861;-99999;-5
CONCORD MUNI AP;CONCORD ASOS;UNITED;43.1952;-71.5011;346;-5
JAFFREY MUNI AP;JAFFREY MUNI AP;UNITED;42.805;-72.00361;1040;-5
LEBANON MUNI AP;LEBANON MUNI AP;UNITED;43.62639;-72.30472;598;-5
MANCHESTER AP;MANCHESTER AP;UNITED;42.93333;-71.43833;225;-5
ROCHESTER SKYHAVEN AP;ROCHESTER SKYHAVEN AP;UNITED;43.27806;-70.92222;-99999;-5
WHITEFIELD MT WASHINGTON AP;WHITEFIELD MT WASHINGTON AP;UNITED;44.3675;-71.545;-99999;-5
ANDOVER AEROFLEX AP;ANDOVER AEROFLEX AP;UNITED;41.00889;-74.73667;-99999;-5
ATLANTIC CITY INTL AP;ATLANTIC CITY INTL AP;UNITED;39.4494;-74.5672;60;-5
CALDWELL ESSEX CO AP;CALDWELL ESSEX CO AP;UNITED;40.87639;-74.28306;-99999;-5
MILLVILLE MUNI AP;MILVILLE FAA AP;UNITED;39.3667;-75.0667;70;-5
MT HOLLY S JERSEY AP;MT HOLLY S JERSEY AP;UNITED;39.94917;-74.84167;-99999;-5
NEWARK INTL AP;NEWARK INTL AP;UNITED;40.6825;-74.16944;7;-5
SOMERVILLE SOMERSET AP;SOMERVILLE SOMERSET AP;UNITED;40.62389;-74.66944;-99999;-5
SUSSEX AP;SUSSEX AP;UNITED;41.20028;-74.62306;-99999;-5
TETERBORO AP;TETERBORO AP;UNITED;40.85;-74.06139;-99999;-5
TRENTON MERCER CO AP;TRENTON MERCER CO AP;UNITED;40.27694;-74.81583;184;-5
ALBUQUERQUE INTL AP;ALBUQUERQUE INTL AP;UNITED;35.0419;-106.6155;5310;-7
CARLSBAD CAVERN CITY AP;CAVERN CITY AIRPORT;UNITED;32.3335;-104.258;3232;-7
CLAYTON MUNI AIR PK;CLAYTON MUNI ARPK AP;UNITED;36.4486;-103.1539;4960;-7
CLINES CORNERS;CLINES CORNERS;UNITED;35.00278;-105.66278;7086;-7
DEMING MUNI AP;DEMING MUNI AP;UNITED;32.26222;-107.72056;4301;-7
FARMINGTON RGNL AP;FARMINGTON RGNL AP;UNITED;36.74361;-108.22917;5495;-7
GALLUP MUNI AP;GALLUP MUNI AP;UNITED;35.5144;-108.794;6471;-7
LAS VEGAS MUNI AP;LAS VEGAS MUNI AP;UNITED;35.65417;-105.14194;-99999;-7
RATON MUNI CREWS AP;RATON MUNI CREWS AP;UNITED;36.74139;-104.50222;-99999;-7
ROSWELL IND AIR PK;ROSWELL IND AP;UNITED;33.3075;-104.5083;3649;-7
SANTA FE CO MUNI AP;SANTA FE CO MUNI AP;UNITED;35.61694;-106.08889;-99999;-7
TRUTH OR CONSEQUENCE AP;TRUTH OR CONSEQUENCE AP;UNITED;33.23667;-107.26806;-99999;-7
TUCUMCARI MUNI AP;TUCUMCARI MUNI AP;UNITED;35.18222;-103.60306;-99999;-7
ELKO RGNL AP;ELKO RGNL AP;UNITED;40.8288;-115.7886;5030;-8
ELY YELLAND FLD AP;ELY AIRPORT;UNITED;39.2952;-114.8466;6262;-8
EUREKA AIRPORT;EUREKA AP;UNITED;39.6013;-116.0055;5936;-8
LAS VEGAS AIR TERMINAL;LAS VEGAS AIR TERMINAL;UNITED;36.21167;-115.19583;-99999;-8
LAS VEGAS MCCARRAN AP;LAS VEGAS AP;UNITED;36.0719;-115.1634;2180;-8
LOVELOCK DERBY FLD;LOVELOCK DERBY FLD AP;UNITED;40.0681;-118.5692;3902;-8
MERCURY DESERT ROCK AP;DESERT ROCK AP;UNITED;36.6206;-116.0278;3230;-8
RENO TAHOE INTL AP;RENO AP;UNITED;39.4838;-119.7711;4410;-8
TONOPAH;TONOPAH AIRPORT;UNITED;38.0511;-117.0902;5395;-8
TONOPAH TEST RNG #74 NELLIS AF;TONOPAH TEST RNG #74 NELLIS AF;UNITED;37.61722;-116.26417;5760;-8
WINNEMUCCA MUNI AP;WINNEMUCCA AP;UNITED;40.9017;-117.808;4296;-8
ALBANY AP;ALBANY INTL AP;UNITED;42.7431;-73.8092;312;-5
BINGHAMTON GREATER AP;BINGHAMTON GREATER AP;UNITED;42.2068;-75.98;1595;-5
BUFFALO NIAGARA INTL AP;BUFFALO NIAGARA INTL;UNITED;42.9408;-78.7358;716;-5
DANSVILLE MUNI AP;DANSVILLE MUNI AP;UNITED;42.57083;-77.71333;-99999;-5
DUNKIRK CHAUTAUQUA AP;DUNKIRK CHAUTAUQUA AP;UNITED;42.49333;-79.27222;666;-5
ELMIRA CORNING RGNL AP;ELMIRA CORNING RGNL AP;UNITED;42.15944;-76.89194;-99999;-5
FARMINGDALE AP;FARMINGDALE AP;UNITED;40.73417;-73.41694;-99999;-5
FULTON OSWEGO CO AP;FULTON OSWEGO CO AP;UNITED;43.34972;-76.38472;-99999;-5
GLENS FALLS AP;GLENS FALLS AP;UNITED;43.35;-73.6167;321;-5
MASSENA INTL AP;MASSENA INTL AP;UNITED;44.93583;-74.84583;214;-5
MONTAUK AP;MONTAUK AP;UNITED;41.07306;-71.92333;7;-5
MONTGOMERY ORANGE AP;MONTGOMERY ORANGE AP;UNITED;41.50917;-74.265;-99999;-5
NEW YORK CNTRL PK TWR;NY CITY CNTRL PARK;UNITED;40.77889;-73.96917;130;-5
NEW YORK JFK INTL AP;NEW YORK JFK INTL AP;UNITED;40.63861;-73.76222;11;-5
NEW YORK LAGUARDIA AP;NEW YORK LA GUARDIA AP;UNITED;40.77944;-73.88028;11;-5
NIAGARA FALLS INTL AP;NIAGARA FALLS ASOS;UNITED;43.10833;-78.93806;585;-5
PENN YAN AP;PENN YAN AP;UNITED;42.6425;-77.05639;-99999;-5
PLATTSBURGH CLINTON AP;PLATTSBURGH CLINTON AP;UNITED;44.68722;-73.52306;-99999;-5
POUGHKEEPSIE DUTCHESS CO AP;POUGHKEEPSIE AIRPORT;UNITED;41.6266;-73.8842;166;-5
ROCHESTER GTR INTL AP;ROCHESTER INTL AP;UNITED;43.1167;-77.6767;539;-5
SARANAC RGNL AP;SARANAC RGNL AP;UNITED;44.38528;-74.20667;-99999;-5
SHIRLEY BROOKHAVEN AP;SHIRLEY BROOKHAVEN AP;UNITED;40.82167;-72.86889;-99999;-5
SYRACUSE HANCOCK INTL AP;SYRACUSE HANCOCK  AP;UNITED;43.1111;-76.1038;413;-5
WATERTOWN INTL AP;WATERTOWN AP;UNITED;43.9922;-76.0217;318;-5
WELLSVILLE MUNI AP;WELLSVILLE MUNI AP;UNITED;42.10944;-77.99194;2124;-5
WESTCHESTER CO AP;WESTCHESTER CO AP;UNITED;41.06694;-73.7075;379;-5
WESTHAMPTN GABRESKI AP;WESTHAMPTN GABRESKI AP;UNITED;40.84361;-72.63222;-99999;-5
AKRON CANTON RGNL AP;AKRON CANTON WSO AP;UNITED;40.91667;-81.43333;1208;-5
AKRON FULTON INTL AP;AKRON FULTON INTL AP;UNITED;41.0375;-81.46417;1044;-5
ASHTABULA CO AP;ASHTABULA CO AP;UNITED;41.77806;-80.69583;-99999;-5
CINCINNATI LUNKEN AP;CINCINNATI LUNKEN AP;UNITED;39.10333;-84.41889;490;-5
CLEVELAND BURKE AP;CLEVELAND BURKE AP;UNITED;41.5175;-81.68361;-99999;-5
CLEVELAND HOPKINS INTL AP;CLEVELAND WSFO AP;UNITED;41.405;-81.85278;770;-5
COLUMBUS OHIO STATE UNIV AP;COLUMBUS OHIO STATE UNIV AP;UNITED;40.07806;-83.07806;-99999;-5
COLUMBUS PORT COLUMBUS INTL AP;COLUMBUS WSO AP;UNITED;39.99139;-82.88083;810;-5
DAYTON INTL AP;DAYTON WSO AP;UNITED;39.90611;-84.21861;1000;-5
DAYTON WRIGHT BROS AP;DAYTON WRIGHT BROS AP;UNITED;39.59361;-84.22639;-99999;-5
DEFIANCE AP;DEFIANCE AP;UNITED;41.3375;-84.42889;707;-5
ELYRIA LORAIN CO AP;ELYRIA LORAIN CO AP;UNITED;41.34611;-82.17944;-99999;-5
FINDLAY AP;FINDLAY FAA AP;UNITED;41.01361;-83.66861;800;-5
HAMILTON BUTLER CO RGNL AP;HAMILTON BUTLER CO RGNL AP;UNITED;39.36444;-84.52472;-99999;-5
LANCASTER FAIRFIELD AP;LANCASTER FAIRFIELD AP;UNITED;39.75556;-82.65722;-99999;-5
LIMA ALLEN COUNTY AP;LIMA AP;UNITED;40.7075;-84.02722;975;-5
MANSFIELD LAHM MUNI AP;MANSFIELD WSO AP;UNITED;40.82028;-82.51778;1295;-5
MARION MUNI AP;MARION MUNI AP;UNITED;40.61611;-83.06361;-99999;-5
NEW PHILADELPHIA FLD;NEW PHILADELPHIA FLD;UNITED;40.47194;-81.42361;-99999;-5
NEWARK HEATH AP;NEWARK HEATH AP;UNITED;40.02278;-82.4625;-99999;-5
TOLEDO EXPRESS AP;TOLEDO EXPRESS WSO AP;UNITED;41.58861;-83.80139;669;-5
TOLEDO METCALF FLD;TOLEDO METCALF FLD;UNITED;41.56306;-83.47639;-99999;-5
WILMINGTON AIRBORNE PARK;WILMINGTON AIRBORNE PARK;UNITED;39.42028;-83.82167;-99999;-5
WOOSTER WAYNE CO AP;WOOSTER WAYNE CO AP;UNITED;40.87306;-81.88667;-99999;-5
YOUNGSTOWN RGNL AP;YOUNGSTOWN WSO AP;UNITED;41.25444;-80.67389;1180;-5
ZANESVILLE MUNI AP;ZANESVILLE FAA AP;UNITED;39.94444;-81.89222;880;-5
BARTLESVILLE F P FLD;BARTLESVILLE MUNICIPAL AP;UNITED;36.7683;-96.0261;715;-6
CLINTON SHERMAN AP;CLINTON SHERMAN AP;UNITED;35.21;-99.12;1922;-6
FREDERICK MUNI AP;FREDERICK MUNICIPAL AP;UNITED;34.21;-98.59;1255;-6
GAGE AP;GAGE AP;UNITED;36.2967;-99.7689;2191;-6
GUTHRIE MUNI AP;GUTHRIE MUNICIPAL AP;UNITED;35.8517;-97.4142;1068;-6
GUYMON MUNI AP;GUYMON MUNI AP;UNITED;36.68167;-101.50528;-99999;-6
HOBART MUNI AP;HOBART MUNICIPAL  AIRPORT;UNITED;34.9894;-99.0525;1556;-6
LAWTON MUNI AP;LAWTON-FT. SILL REGIONAL AP;UNITED;34.5584;-98.4172;1069;-6
MCALESTER RGNL AP;MCALESTER REGIONAL AIRPORT;UNITED;34.8822;-95.783;770;-6
MUSKOGEE DAVIS FLD;MUSKOGEE DAVIS FLD;UNITED;35.65667;-95.36139;-99999;-6
OKLAHOMA CITY POST AP;OKLAHOMA CITY POST AP;UNITED;35.53417;-97.64694;1297;-6
OKLAHOMA CITY WILL ROGERS AP;OKLAHOMA CITY WILL ROGERS AP;UNITED;35.3889;-97.6006;1285;-6
PONCA CITY MUNI AP;PONCA CITY MUNI AP;UNITED;36.73667;-97.10194;1000;-6
STILLWATER RGNL AP;STILLWATER RGNL AP;UNITED;36.1624;-97.0894;984;-6
TULSA INTL AP;TULSA INTL AP;UNITED;36.1994;-95.8872;650;-6
TULSA R L JONES JR AP;TULSA R L JONES JR AP;UNITED;36.03944;-95.98444;-99999;-6
ASTORIA RGNL AP;ASTORIA AP PORT OF;UNITED;46.1569;-123.8825;9;-8
AURORA STATE AP;AURORA STATE AP;UNITED;45.24861;-122.76861;-99999;-8
BAKER CITY MUNI AP;BAKER CITY AP;UNITED;44.8428;-117.8086;3361;-8
BURNS MUNI AP;BURNS MUNI AP;UNITED;43.595;-118.9564;4140;-8
EUGENE MAHLON SWEET AP;EUGENE-MAHLON SWEET FLD;UNITED;44.1278;-123.2206;353;-8
HERMISTON MUNI AP;HERMISTON MUNI AP;UNITED;45.82583;-119.26111;-99999;-8
KLAMATH FALLS INTL AP;KLAMATH FALLS AG STN;UNITED;42.14694;-121.72417;4084;-8
MCMINNVILLE MUNI AP;MCMINNVILLE MUNI AP;UNITED;45.19472;-123.13389;-99999;-8
MEACHAM;MEACHAM;UNITED;45.51139;-118.42472;3723;-8
MEDFORD ROGUE VLY AP;MEDFORD INTL AP;UNITED;42.3811;-122.8722;1297;-8
ONTARIO MUNI AP;ONTARIO;UNITED;44.02056;-117.01278;2193;-7
PENDLETON E OR RGNL AP;PENDLETON E OR RGNL AP;UNITED;45.6983;-118.8547;1486;-8
PORTLAND INTL AP;PORTLAND INTL AP;UNITED;45.5958;-122.6093;19;-8
PORTLAND TROUTDALE AP;PORTLAND TROUTDALE AP;UNITED;45.55111;-122.40889;29;-8
PORTLAND-HILLSBORO AP;PORTLAND-HILLSBORO AP;UNITED;45.54056;-122.94861;-99999;-8
REDMOND ROBERTS FLD;REDMOND AP;UNITED;44.2558;-121.1392;3043;-8
ROME ST AP;ROME ST AP;UNITED;42.59056;-117.86444;4050;-8
ROSEBURG RGNL AP;ROSEBURG RGNL AP;UNITED;43.23889;-123.35472;-99999;-8
SALEM MCNARY FLD;SALEM AP MCNARY FLD;UNITED;44.905;-123.0011;205;-8
SCAPPOOSE IND AP;SCAPPOOSE IND AP;UNITED;45.77278;-122.86111;-99999;-8
SEXTON SUMMIT;SEXTON SUMMIT;UNITED;42.6003;-123.3641;3832;-8
ALLENTOWN INTL AP;ALLENTOWN AP;UNITED;40.65083;-75.4492;390;-5
ALTOONA BLAIR CO AP;ALTOONA BLAIR CO AP;UNITED;40.29639;-78.32028;1480;-5
BRADFORD RGNL AP;BRADFORD FAA AP;UNITED;41.8;-78.6333;2142;-5
CLEARFIELD LAWRENCE AP;CLEARFIELD LAWRENCE AP;UNITED;41.04667;-78.41167;-99999;-5
DOYLESTOWN AP;DOYLESTOWN AP;UNITED;40.33;-75.1225;-99999;-5
DUBOIS JEFFERSON CO AP;DUBOIS FAA AP;UNITED;41.17833;-78.89889;1814;-5
ERIE INTL AP;ERIE WSO AP;UNITED;42.08;-80.1825;730;-5
HARRISBURG CPTL CY AP;HARRISBURG CPTL CY AP;UNITED;40.21722;-76.85139;340;-5
JOHNSTOWN CAMBRIA CO AP;JOHNSTOWN CAMBRIA CO AP;UNITED;40.31611;-78.83389;-99999;-5
LANCASTER AP;LANCASTER AP;UNITED;40.12028;-76.29444;-99999;-5
MIDDLETOWN HARRISBURG INTL AP;MIDDLETOWN HARRISBG AP;UNITED;40.1962;-76.7724;312;-5
MT POCONO MOUNTAINS AP;MT POCONO MOUNTAINS AP;UNITED;41.13889;-75.37944;-99999;-5
PHILADELPHIA INTL AP;PHILADELPHIA INTL AP;UNITED;39.8683;-75.2311;10;-5
PHILADELPHIA NE AP;PHILADELPHIA NE AP;UNITED;40.08194;-75.01111;100;-5
PITTSBURGH ALLEGHENY CO AP;PITTSBURGH ALLEGHENY CO AP;UNITED;40.35472;-79.92167;1248;-5
PITTSBURGH INTL AP;PITTSBURGH ASOS;UNITED;40.4846;-80.2144;1203;-5
PORT MEADVILLE AP;PORT MEADVILLE AP;UNITED;41.62639;-80.215;-99999;-5
POTTSTOWN LIMERICK AP;POTTSTOWN LIMERICK AP;UNITED;40.23833;-75.55722;-99999;-5
SELINSGROVE PENN VLY AP;SELINSGROVE PENN VLY AP;UNITED;40.82056;-76.86417;444;-5
WILKES-BARRE INTL AP;WILKES-BARRE INTL AP;UNITED;41.3336;-75.7269;930;-5
WILLIAMSPORT;WILLIAMSPORT REGIONAL AP;UNITED;41.2433;-76.9217;520;-5
YORK AP;YORK AP;UNITED;39.91806;-76.87417;-99999;-5
ROOSEVELT ROADS;ROOSEVELT ROADS;UNITED;18.255;-65.64083;33;-4
NEWPORT STATE AP;NEWPORT STATE AP;UNITED;41.53333;-71.28333;-99999;-5
PROVIDENCE T F GREEN AP;PROVIDENCE;UNITED;41.7219;-71.4325;60;-5
WESTERLY STATE AP;WESTERLY STATE AP;UNITED;41.34972;-71.79889;-99999;-5
ANDERSON CO AP;ANDERSON FAA AP;UNITED;34.4977;-82.7097;760;-5
CHARLESTON INTL AP;CHARLESTON INTL. AIRPORT;UNITED;32.8986;-80.0402;40;-5
CLEMSON OCONEE CO AP;CLEMSON OCONEE CO AP;UNITED;34.67194;-82.88639;-99999;-5
COLUMBIA METRO AP;COLUMBIA METRO AP;UNITED;33.9419;-81.1181;225;-5
COLUMBIA OWENS DWTN AP;COLUMBIA OWENS DWTN AP;UNITED;33.97056;-80.99583;-99999;-5
FLORENCE RGNL AP;FLORENCE RGNL AP;UNITED;34.1852;-79.7238;146;-5
GREENVILLE DWTN AP;GREENVILLE DWTN AP;UNITED;34.84611;-82.34611;-99999;-5
GREENWOOD CO AP;GREENWOOD CO AP;UNITED;34.24861;-82.15917;-99999;-5
GRNVL SPART AP;GRNVL SPART INTL AP;UNITED;34.8842;-82.2209;943;-5
N MYRTLE BCH AP;NORTH MYRTLE BEACH;UNITED;33.81167;-78.72389;32;-5
ORANGEBURG MUNI AP;ORANGEBURG MUNI AP;UNITED;33.46167;-80.85806;-99999;-5
ROCK HILL YORK CO AP;ROCK HILL YORK CO AP;UNITED;34.98694;-81.0575;-99999;-5
ABERDEEN RGNL AP;ABERDEEN RGNL AP;UNITED;45.4433;-98.413;1297;-6
BUFFALO ASOS;BUFFALO ASOS;UNITED;45.60444;-103.54639;3004;-7
CHAMBERLAIN MUNI AP;CHAMBERLAIN MUNI AP;UNITED;43.76667;-99.31833;1703;-6
CUSTER CO AP;CUSTER CO AP;UNITED;43.73306;-103.61139;5545;-7
FAITH MUNI AP;FAITH MUNI AP;UNITED;45.03194;-102.01917;2580;-7
HURON RGNL AP;HURON AP;UNITED;44.3981;-98.2231;1280;-6
MITCHELL MUNI AP;MITCHELL AP;UNITED;43.7743;-98.0384;1299;-6
MOBRIDGE MUNI AP;MOBRIDGE MUNI AP;UNITED;45.54639;-100.40778;-99999;-6
PHILIP AP;PHILIP AP;UNITED;44.05111;-101.60111;2206;-7
PIERRE RGNL AP;PIERRE RGNL AP;UNITED;44.3813;-100.2855;1742;-6
PINE RIDGE AP;PINE RIDGE AP;UNITED;43.02056;-102.51833;-99999;-7
RAPID CITY REGIONAL AP;RAPID CITY REGIONAL AP;UNITED;44.0433;-103.0536;3160;-7
SIOUX FALLS FOSS FLD;SIOUX FALLS AP;UNITED;43.5778;-96.7539;1428;-6
SISSETON MUNI AP;SISSETON MUNI AP;UNITED;45.66889;-96.99139;-99999;-6
WATERTOWN RGNL AP;WATERTOWN RGNL AP;UNITED;44.9047;-97.1494;1748;-6
WINNER WILEY FLD;WINNER WILEY FLD;UNITED;43.39056;-99.84222;2032;-6
BRISTOL TRI CITY AP;BRISTOL AP;UNITED;36.4731;-82.4044;1500;-5
CHATTANOOGA LOVELL AP;CHATTANOOGA AP;UNITED;35.0311;-85.2014;671;-5
CLARKSVILLE OUTLAW AP;CLARKSVILLE OUTLAW FLD;UNITED;36.62389;-87.41944;560;-6
CROSSVILLE MEM AP;CROSSVILLE AP;UNITED;35.9509;-85.0813;1867;-6
JACKSON MCKELLAR AP;JACKSON MCKELLAR- SIPES AP;UNITED;35.593;-88.9167;433;-6
KNOXVILLE MCGHEE TYSON AP;KNOXVILLE AP;UNITED;35.8181;-83.9858;962;-5
MEMPHIS INTL AP;MEMPHIS INTL AP;UNITED;35.0564;-89.9865;254;-6
NASHVILLE INTL AP;NASHVILLE ASOS;UNITED;36.11889;-86.68917;600;-6
OAK RIDGE ASOS;OAK RIDGE ASOS;UNITED;36.0236;-84.2375;910;-5
SMYRNA AP;SMYRNA AP;UNITED;36.00889;-86.52;-99999;-6
ABILENE RGNL AP;ABILENE RGNL AP;UNITED;32.4105;-99.6822;1790;-6
ALICE INTL AP;ALICE INTL AP;UNITED;27.74111;-98.02472;173;-6
AMARILLO INTL AP;AMARILLO WSO AP;UNITED;35.2295;-101.7042;3604;-6
ANGLETON BRAZORIA AP;ANGLETON BRAZORIA AP;UNITED;29.10972;-95.46194;25;-6
ARLINGTON MUNI AP;ARLINGTON MUNI AP;UNITED;32.66361;-97.09389;-99999;-6
AUSTIN BERGSTROM AP;AUSTIN BERGSTROM;UNITED;30.1831;-97.6799;480;-6
AUSTIN-CAMP MABRY;AUSTIN-CAMP MABRY;UNITED;30.3208;-97.7604;670;-6
BORGER HUTCHINSON CO AP;BORGER HUTCHINSON CO AP;UNITED;35.695;-101.395;-99999;-6
BROWNSVILLE INTL AP;BROWNSVILLE INTL AP;UNITED;25.9141;-97.423;24;-6
BURNET MUNI AP;BURNET MUNI AP;UNITED;30.7406;-98.2354;1288;-6
CHILDRESS MUNI AP;CHILDRESS MUNI AP;UNITED;34.4272;-100.2831;1951;-6
COLLEGE STN;CLG STN EASTERWD AP;UNITED;30.58917;-96.36472;305;-6
CONROE MONTGOMERY CO AP;CONROE MONTGOMERY CO AP;UNITED;30.35667;-95.41389;-99999;-6
CORPUS CHRISTI CABANISS FLD;CORPUS CHRISTI CABANISS FLD;UNITED;27.7;-97.43333;-99999;-6
CORPUS CHRISTI INTL AP;CORPUS CHRISTI AP;UNITED;27.7742;-97.5122;44;-6
CORPUS CHRISTI WALDRON OLF;CORPUS CHRISTI WALDRON OLF;UNITED;27.63333;-97.31667;25;-6
CORSICANA CAMPBELL FLD;CORSICANA CAMPBELL FLD;UNITED;32.03111;-96.39889;-99999;-6
COTULLA LA SALLE CO AP;COTULLA LA SALLE CO AP;UNITED;28.45667;-99.21833;476;-6
DALHART MUNI AP;DALHART FAA AP;UNITED;36.0167;-102.55;3990;-6
DALLAS FT WORTH AP;DAL-FTW WSCMO AP;UNITED;32.8978;-97.0189;560;-6
DALLAS LOVE FLD;DALLAS FAA AP;UNITED;32.8519;-96.8555;440;-6
DALLAS REDBIRD AP;DALLAS REDBIRD AP;UNITED;32.68083;-96.86806;658;-6
DEL RIO INTL AP;DEL RIO AP;UNITED;29.3784;-100.927;999;-6
DENTON MUNI AP;DENTON MUNI AP;UNITED;33.20611;-97.19889;-99999;-6
DRYDEN TERRELL CO AP;DRYDEN TERRELL CO AP;UNITED;30.04806;-102.21306;-99999;-6
EL PASO INTL AP;EL PASO AP;UNITED;31.81111;-106.37583;3918;-7
FT STOCKTON PECOS AP;FT STOCKTON PECOS AP;UNITED;30.91194;-102.91667;3010;-6
FT WORTH ALLIANCE AP;FT WORTH ALLIANCE AP;UNITED;32.97333;-97.31806;685;-6
FT WORTH MEACHAM FLD;FT WORTH MEACHAM FLD;UNITED;32.81917;-97.36139;687;-6
GALVESTON SCHOLES FLD;GALVESTON;UNITED;29.2733;-94.8592;5;-6
HARLINGEN RIO GRANDE AP;HARLINGEN RIO GRANDE AP;UNITED;26.22806;-97.65417;34;-6
HONDO MUNI AP;HONDO MUNI AP;UNITED;29.3601;-99.1742;920;-6
HOUSTON CLOVER FLD;HOUSTON CLOVER FLD;UNITED;29.51889;-95.24167;-99999;-6
HOUSTON HOBBY AP;HOUSTON HOBBY AP;UNITED;29.63806;-95.28194;44;-6
HOUSTON HOOKS MEM AP;HOUSTON HOOKS MEM AP;UNITED;30.0675;-95.55611;-99999;-6
HOUSTON INTERCONT AP;HOUSTON BUSH INTL AP;UNITED;29.98;-95.36;95;-6
HOUSTON SUGARLAND MEM;SUGAR LAND;UNITED;29.62194;-95.65667;84;-6
HUNTSVILLE MUNI AP;HUNTSVILLE MUNI AP;UNITED;30.74389;-95.58611;-99999;-6
JUNCTION KIMBLE CO AP;JUNCTION KIMBLE CO AP;UNITED;30.51083;-99.76639;-99999;-6
LONGVIEW E TX RGNL AP;LONGVIEW E TX RGNL AP;UNITED;32.38472;-94.71167;365;-6
LUBBOCK INTL AP;LUBBOCK INTL AP;UNITED;33.6656;-101.8231;3254;-6
LUFKIN ANGELINA CO AP;LUFKIN ANGELINA CO AP;UNITED;31.23611;-94.75444;288;-6
MCALLEN MILLER INTL AP;MCALLEN INTL AP;UNITED;26.18389;-98.25389;100;-6
MCKINNEY MUNI AP;MCKINNEY MUNI AP;UNITED;33.19028;-96.59139;586;-6
MIDLAND INTL AP;MIDLAND INTL  AP;UNITED;31.9475;-102.2086;2862;-6
MINERAL WELLS AP;MINERAL WELLS AP;UNITED;32.78167;-98.06028;930;-6
NEW BRAUNFELS MUNI AP;NEW BRAUNFELS AP;UNITED;29.7089;-98.0458;645;-6
ODESSA SCHLEMEYER FLD;ODESSA SCHLEMEYER FLD;UNITED;31.92056;-102.38667;-99999;-6
ORANGE GROVE;ORANGE GROVE;UNITED;27.9;-98.05;257;-6
PALACIOS MUNI AP;PALACIOS MUNI AP;UNITED;28.72472;-96.25361;12;-6
PINE SPRINGS NP;PINE SPRINGS NP;UNITED;31.83111;-104.80889;5456;-6
PORT ARTHUR SE TX AP;PORT ARTHUR AP;UNITED;29.95056;-94.02056;16;-6
PORT ISABEL CAMERON AP;PORT ISABEL CAMERON AP;UNITED;26.16583;-97.34583;-99999;-6
ROCKPORT ARANSAS CO AP;ROCKPORT ASOS;UNITED;28.08361;-97.04639;22;-6
SAN ANGELO MATHIS FLD;SAN ANGELO MATHIS  FLD;UNITED;31.35167;-100.495;1916;-6
SAN ANTONIO INTL AP;SAN ANTONIO INT'L AP;UNITED;29.5443;-98.4839;789;-6
SAN ANTONIO STINSON AP;SAN ANTONIO STINSON AP;UNITED;29.3389;-98.472;571;-6
TERRELL MUNI AP;TERRELL MUNI AP;UNITED;32.71;-96.26722;-99999;-6
TYLER POUNDS FLD;TYLER POUNDS FLD;UNITED;32.35417;-95.4025;544;-6
VICTORIA RGNL AP;VICTORIA ASOS;UNITED;28.8614;-96.9303;115;-6
WACO RGNL AP;WACO RGNL AP;UNITED;31.61889;-97.22833;500;-6
